neighbourhood_group,room_type,minimum_nights,price
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,114.0
Manhattan,Entire home/apt,30,94.0
Manhattan,Private room,30,59.0
Manhattan,Entire home/apt,30,269.0
Brooklyn,Private room,30,250.0
Manhattan,Entire home/apt,30,130.0
Queens,Private room,30,211.0
Manhattan,Entire home/apt,30,125.0
Brooklyn,Entire home/apt,30,148.0
Brooklyn,Private room,30,56.0
Manhattan,Private room,30,210.0
Queens,Private room,30,50.0
Brooklyn,Entire home/apt,30,200.0
Manhattan,Private room,30,175.0
Brooklyn,Private room,30,65.0
Brooklyn,Private room,5,68.0
Manhattan,Private room,30,103.0
Manhattan,Private room,30,77.0
Manhattan,Entire home/apt,30,90.0
Manhattan,Entire home/apt,30,101.0
Brooklyn,Private room,1,105.0
Manhattan,Private room,30,276.0
Brooklyn,Private room,3,158.0
Brooklyn,Entire home/apt,30,112.0
Bronx,Entire home/apt,30,260.0
Manhattan,Entire home/apt,30,145.0
Brooklyn,Entire home/apt,30,175.0
Manhattan,Entire home/apt,30,200.0
Brooklyn,Entire home/apt,30,129.0
Brooklyn,Entire home/apt,90,170.0
Manhattan,Private room,30,60.0
Manhattan,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,335.0
Manhattan,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,31,220.0
Manhattan,Private room,30,62.0
Manhattan,Entire home/apt,30,88.0
Brooklyn,Entire home/apt,30,120.0
Brooklyn,Private room,30,69.0
Manhattan,Entire home/apt,30,128.0
Manhattan,Entire home/apt,30,80.0
Queens,Private room,60,60.0
Manhattan,Entire home/apt,30,170.0
Queens,Private room,60,60.0
Manhattan,Private room,30,99.0
Brooklyn,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,253.0
Manhattan,Entire home/apt,30,89.0
Manhattan,Private room,1,125.0
Manhattan,Entire home/apt,365,150.0
Manhattan,Entire home/apt,30,124.0
Manhattan,Private room,30,100.0
Queens,Private room,30,105.0
Manhattan,Entire home/apt,30,412.0
Manhattan,Private room,3,136.0
Brooklyn,Entire home/apt,30,126.0
Brooklyn,Entire home/apt,30,168.0
Queens,Entire home/apt,30,300.0
Queens,Entire home/apt,31,395.0
Manhattan,Entire home/apt,4,202.0
Brooklyn,Entire home/apt,30,536.0
Brooklyn,Entire home/apt,30,110.0
Manhattan,Entire home/apt,30,234.0
Queens,Entire home/apt,30,140.0
Brooklyn,Private room,30,57.0
Queens,Entire home/apt,30,216.0
Brooklyn,Entire home/apt,30,823.0
Brooklyn,Entire home/apt,30,95.0
Queens,Entire home/apt,30,131.0
Brooklyn,Entire home/apt,30,82.0
Brooklyn,Entire home/apt,30,294.0
Bronx,Private room,30,950.0
Manhattan,Entire home/apt,30,341.0
Brooklyn,Entire home/apt,30,129.0
Brooklyn,Private room,30,119.0
Brooklyn,Entire home/apt,30,300.0
Brooklyn,Entire home/apt,30,272.0
Manhattan,Private room,30,171.0
Manhattan,Entire home/apt,30,116.0
Manhattan,Entire home/apt,300,160.0
Brooklyn,Entire home/apt,180,103.0
Brooklyn,Entire home/apt,30,83.0
Manhattan,Private room,30,73.0
Manhattan,Entire home/apt,30,85.0
Queens,Private room,50,65.0
Brooklyn,Hotel room,30,135.0
Brooklyn,Private room,30,180.0
Brooklyn,Private room,30,180.0
Queens,Entire home/apt,30,123.0
Brooklyn,Private room,2,119.0
Brooklyn,Private room,30,248.0
Brooklyn,Entire home/apt,30,572.0
Brooklyn,Entire home/apt,30,525.0
Brooklyn,Entire home/apt,30,98.0
Manhattan,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,70.0
Brooklyn,Private room,30,100.0
Manhattan,Entire home/apt,30,90.0
Manhattan,Private room,7,90.0
Manhattan,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,3,193.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,600.0
Brooklyn,Entire home/apt,30,400.0
Brooklyn,Entire home/apt,30,305.0
Brooklyn,Private room,30,100.0
Brooklyn,Entire home/apt,30,117.0
Manhattan,Entire home/apt,30,90.0
Manhattan,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,30,130.0
Manhattan,Private room,30,114.0
Manhattan,Private room,30,50.0
Manhattan,Entire home/apt,30,93.0
Queens,Private room,30,59.0
Bronx,Private room,2,80.0
Manhattan,Entire home/apt,30,192.0
Brooklyn,Private room,3,135.0
Manhattan,Entire home/apt,240,85.0
Brooklyn,Private room,30,99.0
Manhattan,Entire home/apt,30,83.0
Brooklyn,Entire home/apt,30,109.0
Manhattan,Entire home/apt,30,134.0
Brooklyn,Private room,30,79.0
Brooklyn,Private room,4,155.0
Manhattan,Entire home/apt,30,130.0
Bronx,Private room,2,98.0
Manhattan,Entire home/apt,75,99.0
Brooklyn,Entire home/apt,180,159.0
Brooklyn,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,444.0
Staten Island,Private room,1,83.0
Brooklyn,Entire home/apt,30,150.0
Bronx,Private room,2,80.0
Brooklyn,Entire home/apt,2,310.0
Queens,Private room,30,100.0
Manhattan,Entire home/apt,60,272.0
Brooklyn,Private room,30,115.0
Manhattan,Private room,1,122.0
Brooklyn,Entire home/apt,30,379.0
Brooklyn,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,255.0
Manhattan,Entire home/apt,30,130.0
Brooklyn,Entire home/apt,30,195.0
Brooklyn,Private room,30,107.0
Manhattan,Private room,30,135.0
Brooklyn,Entire home/apt,30,228.0
Brooklyn,Entire home/apt,30,77.0
Bronx,Private room,30,119.0
Manhattan,Entire home/apt,30,520.0
Manhattan,Entire home/apt,55,109.0
Manhattan,Entire home/apt,30,259.0
Manhattan,Private room,30,150.0
Brooklyn,Entire home/apt,30,255.0
Manhattan,Entire home/apt,30,135.0
Brooklyn,Entire home/apt,30,83.0
Staten Island,Private room,30,62.0
Queens,Entire home/apt,30,85.0
Brooklyn,Private room,2,410.0
Manhattan,Private room,30,195.0
Queens,Entire home/apt,30,150.0
Brooklyn,Private room,30,105.0
Brooklyn,Entire home/apt,30,152.0
Manhattan,Entire home/apt,30,142.0
Manhattan,Entire home/apt,30,72.0
Brooklyn,Entire home/apt,30,153.0
Manhattan,Entire home/apt,30,259.0
Brooklyn,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,161.0
Manhattan,Private room,3,115.0
Brooklyn,Private room,30,156.0
Manhattan,Private room,30,80.0
Brooklyn,Entire home/apt,30,250.0
Brooklyn,Entire home/apt,30,122.0
Queens,Private room,1,69.0
Brooklyn,Entire home/apt,30,175.0
Manhattan,Entire home/apt,30,122.0
Brooklyn,Entire home/apt,30,330.0
Brooklyn,Entire home/apt,30,350.0
Brooklyn,Private room,30,450.0
Brooklyn,Entire home/apt,30,595.0
Brooklyn,Private room,30,88.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,221.0
Brooklyn,Private room,30,151.0
Manhattan,Private room,30,425.0
Brooklyn,Private room,2,170.0
Brooklyn,Entire home/apt,3,236.0
Manhattan,Entire home/apt,30,115.0
Manhattan,Private room,1,110.0
Brooklyn,Private room,30,54.0
Brooklyn,Entire home/apt,30,136.0
Brooklyn,Private room,60,62.0
Queens,Private room,30,81.0
Queens,Private room,30,58.0
Manhattan,Entire home/apt,30,140.0
Brooklyn,Entire home/apt,30,137.0
Manhattan,Private room,30,75.0
Manhattan,Entire home/apt,30,249.0
Queens,Private room,30,90.0
Manhattan,Entire home/apt,3,246.0
Brooklyn,Private room,30,68.0
Manhattan,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,30,144.0
Brooklyn,Entire home/apt,30,103.0
Brooklyn,Private room,30,150.0
Brooklyn,Entire home/apt,30,600.0
Brooklyn,Private room,30,99.0
Manhattan,Entire home/apt,30,241.0
Queens,Entire home/apt,30,107.0
Brooklyn,Private room,30,93.0
Manhattan,Private room,30,95.0
Manhattan,Entire home/apt,270,104.0
Manhattan,Entire home/apt,30,85.0
Queens,Private room,30,80.0
Queens,Private room,59,63.0
Bronx,Private room,30,154.0
Bronx,Private room,30,76.0
Brooklyn,Entire home/apt,30,114.0
Brooklyn,Entire home/apt,30,410.0
Manhattan,Private room,30,62.0
Manhattan,Entire home/apt,30,200.0
Brooklyn,Private room,2,150.0
Brooklyn,Entire home/apt,30,93.0
Brooklyn,Private room,2,147.0
Manhattan,Entire home/apt,30,400.0
Manhattan,Entire home/apt,30,375.0
Manhattan,Private room,5,271.0
Brooklyn,Private room,30,50.0
Staten Island,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,223.0
Brooklyn,Entire home/apt,30,118.0
Brooklyn,Private room,30,58.0
Queens,Entire home/apt,30,91.0
Queens,Private room,30,80.0
Manhattan,Entire home/apt,30,139.0
Brooklyn,Entire home/apt,30,140.0
Brooklyn,Private room,3,143.0
Brooklyn,Entire home/apt,5,140.0
Queens,Entire home/apt,30,225.0
Brooklyn,Entire home/apt,30,182.0
Manhattan,Entire home/apt,60,150.0
Manhattan,Private room,30,424.0
Manhattan,Entire home/apt,30,210.0
Manhattan,Private room,365,114.0
Brooklyn,Entire home/apt,30,179.0
Brooklyn,Private room,30,61.0
Manhattan,Private room,2,225.0
Brooklyn,Private room,30,75.0
Brooklyn,Private room,30,89.0
Brooklyn,Entire home/apt,30,166.0
Manhattan,Entire home/apt,30,170.0
Brooklyn,Private room,6,135.0
Brooklyn,Private room,30,80.0
Brooklyn,Entire home/apt,31,145.0
Brooklyn,Private room,5,225.0
Manhattan,Private room,30,96.0
Manhattan,Private room,30,90.0
Manhattan,Entire home/apt,30,195.0
Brooklyn,Entire home/apt,30,96.0
Brooklyn,Entire home/apt,30,95.0
Manhattan,Entire home/apt,30,129.0
Brooklyn,Private room,30,158.0
Manhattan,Private room,30,333.0
Manhattan,Entire home/apt,30,200.0
Brooklyn,Entire home/apt,30,220.0
Manhattan,Private room,3,135.0
Manhattan,Entire home/apt,30,145.0
Brooklyn,Entire home/apt,3,266.0
Manhattan,Entire home/apt,30,108.0
Brooklyn,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,272.0
Manhattan,Entire home/apt,30,202.0
Manhattan,Entire home/apt,30,215.0
Manhattan,Entire home/apt,30,175.0
Brooklyn,Entire home/apt,30,135.0
Manhattan,Private room,30,500.0
Queens,Entire home/apt,180,250.0
Brooklyn,Entire home/apt,30,168.0
Manhattan,Entire home/apt,30,120.0
Manhattan,Entire home/apt,30,584.0
Manhattan,Private room,30,89.0
Brooklyn,Entire home/apt,60,68.0
Manhattan,Entire home/apt,30,688.0
Bronx,Private room,30,95.0
Manhattan,Entire home/apt,4,169.0
Queens,Entire home/apt,30,82.0
Bronx,Private room,30,71.0
Staten Island,Entire home/apt,30,250.0
Brooklyn,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,77.0
Queens,Private room,30,99.0
Manhattan,Private room,30,60.0
Brooklyn,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,143.0
Manhattan,Entire home/apt,30,195.0
Manhattan,Entire home/apt,30,119.0
Bronx,Private room,30,70.0
Queens,Entire home/apt,30,91.0
Brooklyn,Entire home/apt,31,207.0
Brooklyn,Entire home/apt,30,90.0
Bronx,Private room,30,52.0
Brooklyn,Private room,30,76.0
Manhattan,Entire home/apt,4,572.0
Manhattan,Entire home/apt,30,245.0
Manhattan,Entire home/apt,31,280.0
Brooklyn,Entire home/apt,30,251.0
Manhattan,Entire home/apt,30,110.0
Manhattan,Entire home/apt,370,203.0
Brooklyn,Private room,30,150.0
Manhattan,Entire home/apt,30,201.0
Manhattan,Entire home/apt,90,119.0
Brooklyn,Private room,30,70.0
Manhattan,Entire home/apt,180,83.0
Brooklyn,Private room,30,127.0
Manhattan,Entire home/apt,90,85.0
Brooklyn,Private room,30,80.0
Manhattan,Private room,30,128.0
Manhattan,Entire home/apt,30,146.0
Manhattan,Private room,7,110.0
Manhattan,Entire home/apt,30,143.0
Queens,Private room,30,60.0
Brooklyn,Entire home/apt,30,100.0
Manhattan,Private room,30,94.0
Brooklyn,Entire home/apt,30,85.0
Manhattan,Entire home/apt,60,135.0
Manhattan,Entire home/apt,30,71.0
Brooklyn,Private room,30,75.0
Manhattan,Entire home/apt,30,156.0
Brooklyn,Private room,30,73.0
Manhattan,Entire home/apt,30,94.0
Queens,Private room,30,125.0
Queens,Private room,30,77.0
Manhattan,Entire home/apt,30,97.0
Bronx,Private room,30,110.0
Brooklyn,Entire home/apt,30,95.0
Manhattan,Entire home/apt,30,259.0
Manhattan,Private room,30,117.0
Manhattan,Private room,30,127.0
Brooklyn,Private room,30,106.0
Brooklyn,Private room,2,155.0
Brooklyn,Private room,30,85.0
Brooklyn,Private room,2,124.0
Brooklyn,Entire home/apt,30,113.0
Manhattan,Private room,30,65.0
Brooklyn,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,145.0
Manhattan,Entire home/apt,30,370.0
Manhattan,Entire home/apt,30,378.0
Manhattan,Entire home/apt,30,330.0
Brooklyn,Private room,1,121.0
Manhattan,Entire home/apt,1,394.0
Brooklyn,Entire home/apt,30,284.0
Queens,Entire home/apt,30,80.0
Bronx,Entire home/apt,30,146.0
Bronx,Entire home/apt,30,250.0
Brooklyn,Private room,3,89.0
Manhattan,Private room,30,86.0
Manhattan,Entire home/apt,3,177.0
Manhattan,Entire home/apt,30,250.0
Queens,Private room,30,95.0
Brooklyn,Private room,30,60.0
Manhattan,Entire home/apt,30,476.0
Manhattan,Entire home/apt,30,101.0
Manhattan,Private room,30,85.0
Brooklyn,Entire home/apt,30,180.0
Brooklyn,Private room,30,200.0
Brooklyn,Entire home/apt,30,114.0
Brooklyn,Private room,30,70.0
Manhattan,Private room,30,145.0
Brooklyn,Private room,1,154.0
Manhattan,Private room,30,75.0
Manhattan,Entire home/apt,30,81.0
Manhattan,Private room,1,119.0
Brooklyn,Entire home/apt,30,200.0
Brooklyn,Private room,30,70.0
Manhattan,Entire home/apt,30,105.0
Manhattan,Entire home/apt,30,79.0
Brooklyn,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Entire home/apt,30,95.0
Brooklyn,Private room,30,71.0
Manhattan,Entire home/apt,30,123.0
Queens,Entire home/apt,30,142.0
Brooklyn,Entire home/apt,30,150.0
Brooklyn,Private room,30,79.0
Brooklyn,Private room,30,98.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Private room,30,105.0
Brooklyn,Private room,30,119.0
Brooklyn,Entire home/apt,30,623.0
Brooklyn,Private room,30,109.0
Queens,Private room,30,95.0
Manhattan,Private room,30,115.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Entire home/apt,30,249.0
Brooklyn,Entire home/apt,30,129.0
Brooklyn,Entire home/apt,30,121.0
Brooklyn,Entire home/apt,30,165.0
Brooklyn,Private room,30,58.0
Manhattan,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,30,89.0
Brooklyn,Entire home/apt,30,131.0
Manhattan,Private room,30,150.0
Brooklyn,Entire home/apt,5,95.0
Brooklyn,Entire home/apt,30,159.0
Manhattan,Entire home/apt,30,96.0
Queens,Private room,30,105.0
Manhattan,Entire home/apt,30,139.0
Brooklyn,Entire home/apt,30,62.0
Queens,Entire home/apt,30,110.0
Brooklyn,Entire home/apt,30,143.0
Queens,Entire home/apt,30,92.0
Queens,Entire home/apt,30,135.0
Brooklyn,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,149.0
Manhattan,Private room,30,97.0
Manhattan,Entire home/apt,30,150.0
Brooklyn,Private room,30,129.0
Manhattan,Entire home/apt,30,104.0
Brooklyn,Entire home/apt,30,113.0
Manhattan,Entire home/apt,30,209.0
Brooklyn,Entire home/apt,1,156.0
Brooklyn,Entire home/apt,30,124.0
Brooklyn,Entire home/apt,30,137.0
Manhattan,Private room,30,122.0
Manhattan,Shared room,30,68.0
Queens,Private room,30,72.0
Brooklyn,Entire home/apt,30,80.0
Brooklyn,Entire home/apt,30,300.0
Manhattan,Private room,5,149.0
Brooklyn,Entire home/apt,31,114.0
Manhattan,Entire home/apt,120,192.0
Brooklyn,Private room,30,102.0
Brooklyn,Private room,30,88.0
Manhattan,Entire home/apt,30,191.0
Manhattan,Entire home/apt,30,197.0
Manhattan,Entire home/apt,30,118.0
Brooklyn,Entire home/apt,30,191.0
Manhattan,Entire home/apt,30,236.0
Queens,Private room,30,95.0
Manhattan,Entire home/apt,30,203.0
Manhattan,Entire home/apt,30,118.0
Queens,Private room,30,74.0
Manhattan,Entire home/apt,30,350.0
Staten Island,Private room,30,69.0
Brooklyn,Private room,1,134.0
Manhattan,Entire home/apt,30,110.0
Manhattan,Private room,30,80.0
Queens,Private room,30,65.0
Brooklyn,Entire home/apt,30,293.0
Manhattan,Entire home/apt,365,170.0
Manhattan,Private room,30,98.0
Brooklyn,Private room,30,57.0
Manhattan,Entire home/apt,30,97.0
Manhattan,Entire home/apt,2,300.0
Manhattan,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,214.0
Manhattan,Entire home/apt,30,225.0
Queens,Private room,7,199.0
Manhattan,Entire home/apt,31,171.0
Manhattan,Private room,2,102.0
Brooklyn,Entire home/apt,30,220.0
Queens,Private room,30,74.0
Brooklyn,Private room,30,130.0
Manhattan,Entire home/apt,31,150.0
Manhattan,Entire home/apt,30,116.0
Brooklyn,Entire home/apt,30,153.0
Brooklyn,Entire home/apt,30,739.0
Manhattan,Entire home/apt,30,179.0
Manhattan,Entire home/apt,30,233.0
Brooklyn,Private room,2,258.0
Manhattan,Entire home/apt,30,233.0
Brooklyn,Private room,30,99.0
Manhattan,Entire home/apt,30,559.0
Brooklyn,Entire home/apt,30,167.0
Brooklyn,Entire home/apt,30,106.0
Manhattan,Private room,1,78.0
Brooklyn,Entire home/apt,30,220.0
Manhattan,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,124.0
Brooklyn,Private room,30,51.0
Manhattan,Private room,3,315.0
Brooklyn,Entire home/apt,30,84.0
Manhattan,Private room,30,60.0
Queens,Entire home/apt,30,73.0
Queens,Entire home/apt,30,105.0
Manhattan,Entire home/apt,30,185.0
Brooklyn,Shared room,30,150.0
Brooklyn,Entire home/apt,55,300.0
Brooklyn,Private room,30,71.0
Brooklyn,Private room,10,75.0
Manhattan,Entire home/apt,30,155.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Private room,30,71.0
Manhattan,Entire home/apt,30,361.0
Manhattan,Entire home/apt,30,189.0
Brooklyn,Entire home/apt,30,350.0
Manhattan,Private room,30,75.0
Queens,Private room,30,67.0
Manhattan,Entire home/apt,30,200.0
Manhattan,Entire home/apt,30,214.0
Brooklyn,Private room,2,128.0
Brooklyn,Private room,30,83.0
Brooklyn,Entire home/apt,30,237.0
Brooklyn,Private room,30,55.0
Manhattan,Entire home/apt,30,196.0
Brooklyn,Entire home/apt,30,185.0
Manhattan,Entire home/apt,30,280.0
Bronx,Private room,30,59.0
Brooklyn,Entire home/apt,30,185.0
Manhattan,Entire home/apt,30,240.0
Brooklyn,Entire home/apt,30,168.0
Manhattan,Entire home/apt,30,307.0
Queens,Private room,30,75.0
Brooklyn,Entire home/apt,30,67.0
Brooklyn,Entire home/apt,30,276.0
Brooklyn,Entire home/apt,30,82.0
Brooklyn,Entire home/apt,30,360.0
Manhattan,Entire home/apt,5,660.0
Brooklyn,Entire home/apt,30,169.0
Manhattan,Private room,30,59.0
Brooklyn,Private room,30,123.0
Brooklyn,Entire home/apt,30,250.0
Brooklyn,Entire home/apt,30,175.0
Bronx,Entire home/apt,30,125.0
Brooklyn,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,295.0
Queens,Entire home/apt,30,243.0
Queens,Private room,30,133.0
Queens,Private room,5,128.0
Brooklyn,Private room,30,66.0
Manhattan,Private room,4,79.0
Brooklyn,Entire home/apt,30,113.0
Brooklyn,Entire home/apt,30,140.0
Manhattan,Private room,3,131.0
Manhattan,Entire home/apt,30,746.0
Brooklyn,Entire home/apt,30,350.0
Manhattan,Private room,30,200.0
Bronx,Private room,30,65.0
Queens,Private room,2,81.0
Brooklyn,Private room,30,146.0
Brooklyn,Entire home/apt,30,429.0
Brooklyn,Entire home/apt,30,187.0
Manhattan,Entire home/apt,30,300.0
Queens,Private room,30,50.0
Manhattan,Private room,30,59.0
Queens,Private room,30,163.0
Brooklyn,Private room,30,68.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Private room,30,200.0
Brooklyn,Entire home/apt,30,96.0
Brooklyn,Private room,30,68.0
Brooklyn,Private room,3,99.0
Brooklyn,Private room,4,150.0
Brooklyn,Private room,30,180.0
Brooklyn,Entire home/apt,30,220.0
Bronx,Entire home/apt,30,225.0
Manhattan,Private room,30,100.0
Manhattan,Entire home/apt,31,78.0
Brooklyn,Private room,30,68.0
Manhattan,Private room,30,77.0
Manhattan,Private room,30,89.0
Staten Island,Private room,2,69.0
Manhattan,Entire home/apt,30,499.0
Brooklyn,Entire home/apt,4,244.0
Queens,Private room,30,90.0
Brooklyn,Entire home/apt,35,216.0
Brooklyn,Entire home/apt,31,356.0
Brooklyn,Private room,30,94.0
Manhattan,Private room,30,156.0
Manhattan,Private room,30,211.0
Manhattan,Private room,30,182.0
Manhattan,Private room,30,296.0
Manhattan,Private room,30,246.0
Manhattan,Private room,30,133.0
Manhattan,Private room,30,156.0
Manhattan,Private room,30,193.0
Manhattan,Private room,30,156.0
Brooklyn,Private room,1,93.0
Manhattan,Private room,30,82.0
Manhattan,Entire home/apt,2,162.0
Brooklyn,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,116.0
Brooklyn,Entire home/apt,30,131.0
Manhattan,Entire home/apt,31,225.0
Brooklyn,Private room,1,86.0
Manhattan,Private room,30,100.0
Manhattan,Entire home/apt,30,134.0
Brooklyn,Entire home/apt,30,165.0
Brooklyn,Entire home/apt,30,250.0
Brooklyn,Private room,30,88.0
Brooklyn,Entire home/apt,30,464.0
Manhattan,Entire home/apt,30,134.0
Queens,Shared room,30,674.0
Brooklyn,Private room,30,80.0
Queens,Private room,30,67.0
Queens,Entire home/apt,30,311.0
Manhattan,Entire home/apt,30,79.0
Manhattan,Entire home/apt,30,137.0
Manhattan,Private room,30,147.0
Brooklyn,Entire home/apt,30,74.0
Manhattan,Private room,30,179.0
Brooklyn,Entire home/apt,30,200.0
Brooklyn,Private room,2,189.0
Brooklyn,Entire home/apt,30,250.0
Manhattan,Private room,30,100.0
Brooklyn,Entire home/apt,30,61.0
Queens,Entire home/apt,30,300.0
Manhattan,Entire home/apt,30,548.0
Manhattan,Entire home/apt,30,160.0
Brooklyn,Entire home/apt,30,265.0
Manhattan,Entire home/apt,30,135.0
Brooklyn,Private room,30,70.0
Manhattan,Entire home/apt,4,213.0
Manhattan,Entire home/apt,30,567.0
Manhattan,Entire home/apt,60,250.0
Manhattan,Entire home/apt,3,204.0
Brooklyn,Entire home/apt,30,180.0
Brooklyn,Private room,30,67.0
Manhattan,Entire home/apt,30,359.0
Queens,Private room,30,71.0
Queens,Entire home/apt,30,122.0
Brooklyn,Entire home/apt,30,99.0
Brooklyn,Entire home/apt,30,130.0
Brooklyn,Entire home/apt,30,618.0
Manhattan,Entire home/apt,4,149.0
Brooklyn,Private room,2,339.0
Queens,Private room,30,71.0
Bronx,Entire home/apt,30,110.0
Queens,Entire home/apt,30,144.0
Brooklyn,Entire home/apt,30,432.0
Queens,Private room,30,95.0
